"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
799366,220015,COOLEY DICKINSON HOSPITAL,30 LOCUST STREET,NORTHAMPTON,MA,01060,HAMPSHIRE,44140,R,STH,1,2,10/01/2022,09/30/2023,931.34,,,10040,1876,24548,118,43070,,2140,415,5121,140,,9174,1352,21310,107,39055,,2140,415,5121,790191,3474892,1925076,12065918,85423133,158275862,11794055,224880843,168824353,539501585,708325938,22130086,,85423133,6686478,,,-9125870,-3413000,,23236450,,,,5743289,16698000,2029000,276671,149400356,,,47324609,,,65570572,23374000,14044549,37418549,119687121,18963464,13119467,,3942947,,12484000,48509878,,35497000,,9831000,45328000,93837878,25849243,25849243,119687121,,,23177756,,577706,0.0997,8198982,,167344301,552014485,719358786,468373041,250985745,243698995,7286750,7839615,15126365,,15126365,0.317482,21520091,85117281,,
799368,220035,NORTH SHORE MEDICAL CENTER,81 HIGHLAND AVENUE,SALEM,MA,01970,ESSEX,15764,U,STH,1,2,10/01/2022,09/30/2023,2150.37,27.91,,30151,8647,82780,268,97820,,6614,3531,16306,358,,27694,5947,71762,248,90520,,6614,3531,16306,8013731,18668187,13571098,59006888,215509569,394978748,49923377,538118345,747003275,1115987216,1862990491,55336889,,215509569,53981848,184406,1009053,1069256,128165651,,60411128,,,,14702634,204367658,3363698,8874237,546729337,,,118061357,,,363500943,53922704,18244959,72167663,640036264,12758131,34532912,,15789983,,23345413,86426439,,207300709,,18035338,225336047,311762486,328273778,328273778,640036264,,,74043713,,3811400,0.2059,33189764,4261290,746051282,1132857962,1878909244,1326411059,552498185,611786317,-59288132,47676802,-11611330,,-11611330,0.288847,81691111,403696590,,
799371,223034,SPAULDING REHABILITATION HOSPITAL,300 FIRST AVENUE,CHARLESTOWN,MA,02129,SUFFOLK,14454,U,RH,5,2,10/01/2022,09/30/2023,1028,14.31,,14188,3510,44916,132,48180,,910,169,2554,132,,14188,3510,44916,132,48180,,910,169,2554,,,,,99671696,107228711,14364188,177454907,184772369,210206700,394979069,,,,,,,590000,9284000,,24293000,,,,10881000,45048000,4784775,,232078898,,24063,36878872,,,144261000,9689000,11686000,21375000,210684000,3134000,18899000,,760000,,4039000,80811000,,6935000,,6688000,13623000,94434000,116250000,116250000,210684000,,,,,,,,,184772369,210205631,394978000,227462000,167516000,208057000,-40541000,20024000,-20517000,,-20517000,,,,,
799384,241365,CENTRACARE - BENSON,1815 WISCONSIN AVE,BENSON,MN,56215,SWIFT,99924,R,CAH,1,8,01/01/2023,06/30/2023,52.31,,,96,,201,11,1991,,20,,45,11,,58,,124,11,1991,,20,,45,5300,82326,50864,50864,2930054,5903772,449742,8356228,838279,14259880,15098159,,,,,,,404442,,,7026591,-2661363,340335,63524,,5173529,,5675,6468172,,248501,4440991,,,8241463,1985302,,10490081,23905073,760352,672631,,368634,,82764,1884381,6370801,,,,6370801,8255182,15649891,15649891,23905073,,,,,,,,,1148237,14276528,15424765,6086391,9338374,8833826,504548,610258,1114806,18707,1096099,0.55346,1954918,2752577,,
799443,460009,U OF U HOSPITALS & CLINICS,50 NORTH MEDICAL DRIVE,SALT LAKE CITY,UT,84132,SALT LAKE COUNTY,41620,R,STH,1,10,07/01/2023,06/30/2024,12298.2,498.38,,36282,29576,196002,640,234179,,6355,4905,37270,871,,23608,14804,139149,480,175558,,6355,4905,37270,60097647,67840662,88140286,88140286,1032731848,2011002460,105726841,2819654921,2435362003,4361031679,6796393682,352810904,,1044528088,15373453,2623244,10273685,577340916,412985963,,411714224,3776789,116032985,18882452,1156454,1675525921,,101325922,1723886439,,,755605468,,,1525754934,11978527,40627041,52605568,3253886423,120324322,69204282,,35766651,25093816,174382212,424771283,,,,962832951,962832951,1387604234,1854303662,1857417676,3245021910,,24425182,72541476,,3478680,0.1435,72546934,25103892,2435362001,4361031681,6796393682,3704380463,3092013219,3043734308,48278911,223564597,271843508,,271843508,0.414875,224775838,774332903,,
799474,100002,BETHESDA HOSPITAL,2815 S. SEACREST BLVD,BOYNTON BEACH,FL,33435,PALM BEACH,48424,U,STH,1,2,10/01/2022,09/30/2023,2052.91,43.46,,23223,12814,80761,363,132495,,4722,1002,16586,398,,14197,2964,56286,279,101835,,4722,1002,16586,11620343,24644108,15889583,69893947,165681999,298041741,20912719,426156361,1431967218,1104223268,2536190486,38515676,,165681999,19064108,,94754,316598,,2661815,243391495,-173548885,6563360,2641595,8359223,152795767,59406422,7621642,120031265,9386042,33096239,53641843,,1237599,251120809,3503452,5537325,54436932,458353508,-227968,21346834,,11129728,87633,34094471,128233778,,183994995,,443641898,627636893,755870671,-297517163,-297517163,458353508,,,50891705,,2114550,0.1662,36992698,3480738,1438096441,1104223268,2542319709,2197490090,344829619,463723743,-118894124,16392310,-102501814,5565076,-108066890,0.16803,-4095401,299881627,,
799477,100125,HOMESTEAD HOSPITAL,975 BAPTIST WAY,HOMESTEAD,FL,33033,MIAMI-DADE,33124,U,STH,1,2,10/01/2022,09/30/2023,1292.79,,,3700,3610,28786,159,58035,,847,177,7486,182,,3388,879,22332,126,45990,,847,177,7486,21905510,89440402,38825849,67750846,109790034,188879333,15053127,277687367,594101077,883137510,1477238587,24212183,,109790034,7891675,,,4710,,2056662,133533826,-100531643,2324163,1007945,10581801,48948844,5592721,1940677,21719120,14576673,6970361,42637505,,627695,42157599,,717999,9865371,100971814,,16461730,12240654,9949898,25574,16784176,55462047,1313049,99152187,,517358489,617823725,673285772,-572313958,-572313958,100971814,,,7771171,,898736,0.4626,,,594101077,883179387,1477280464,1224424228,252856236,298669372,-45813136,3721303,-42091833,389475,-42481308,0.187977,32007906,333820844,,
799509,192058,SOUTHEAST REGIONAL MEDICAL CENTER,719 AVENUE G,KENTWOOD,LA,70444,,,NA,LTCH,2,4,09/01/2023,08/31/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799524,220119,FAULKNER HOSPITAL,1153 CENTRE STREET,JAMAICA PLAIN,MA,02130,SUFFOLK,14454,R,STH,1,2,10/01/2022,09/30/2023,1230.91,33.1,,19426,2033,42224,147,53655,,3126,,7979,171,,18371,2033,39822,133,48545,,3126,,7979,2689319,8931112,5317686,26131914,129559296,245390831,16616354,307975573,340686201,779667068,1120353269,33973782,,129559296,31499426,31668,734751,23944981,92330,,40874102,,,,6514610,71426023,176517,2870955,275937059,,,61051070,,,175975848,7416158,2494831,9910989,257312860,22599975,14796070,,5289811,,19484525,62170381,,110346122,,6784426,117130548,179300929,78011931,78011931,257312860,,,34773243,,1453522,0.1672,11962295,3777000,343530774,779667067,1123197841,777072268,346125573,375213127,-29087554,13406554,-15681000,,-15681000,0.274891,32590666,163603649,,
799552,300017,PARKLAND MEDICAL CENTER,1 PARKLAND DRIVE,DERBY,NH,03038-,ROCKINGHAM,40484,U,STH,1,4,08/01/2023,07/31/2024,371.05,,,5733,232,15348,68,24888,,1384,106,3735,86,,5213,232,13192,60,21960,,1384,106,3735,5014022,4170836,5532890,16309179,35851161,59384639,3693008,115730812,360833624,683309219,1044142843,6974555,,35851161,79547,,,7423,592545,,34250410,-10467575,3944626,630270,,33264817,1085452,2690611,27839349,11024212,26893936,42749423,6854711,,38001686,59801535,9872774,69674309,140940812,5296861,3242726,758961,247551,,7817863,17363962,,213751,-471262311,4652091,-466396469,-449032507,589973319,589973319,140940812,,1963748,11226428,,,,,,360682363,683460480,1044142843,876583966,167558877,83049566,84509311,275618,84784929,12056050,72728879,0.110838,7464954,94205361,,
799553,300018,WENTWORTH DOUGLASS HOSPITAL,789 CENTRAL AV,DOVER,NH,03820,,40484,U,STH,1,2,10/01/2022,09/30/2023,1929.36,,,16256,2758,42618,118,43070,,3337,410,8374,118,,15164,1338,34130,107,39055,,3337,410,8374,3886585,24943745,9775609,9775609,158243174,311262568,26601250,455901504,383042727,1573508475,1956551202,58514077,,156681016,14249370,,,15102168,174821911,,60784992,,,,302475852,553184923,7112216,469893,318376517,,,130493424,,,226384683,2030495,21411654,23442149,803011755,22047716,26569633,,3759928,,,52377277,,91075263,,24015836,115091099,167468376,635543379,635543379,803011755,,,32512369,,256848,0.0316,11026881,,381766545,1574784657,1956551202,1406250050,550301152,469505742,80795410,18626181,99421591,,99421591,0.233013,25051120,159293710,,
799557,312014,MATHENY SCHOOL & HOSPITAL,MAIN STREET,PEAPACK,NJ,07977,SOMERSET,35154,U,LTCH,2,2,07/01/2023,06/30/2024,539.3,,,,19125,36230,101,36966,,,26,46,101,,,19125,36230,101,36966,,,26,46,,,,,40606605,19305764,1108945,41601402,45133988,364738,45498726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59912369,-59912369,,-59912369,,-59912369,0.914342,,,,
799579,390067,UPMC PINNACLE HOSPITALS,409 S. 2ND STREET,HARRISBURG,PA,17101,,25420,R,STH,1,2,07/01/2023,06/30/2024,4482.42,194.09,,35084,6555,167180,530,192684,,7209,767,32826,530,,31311,1417,132906,425,156190,,7209,767,32826,15555995,25813744,21242812,33185957,378047616,818614261,46451347,1049924176,2154983664,2849585286,5004568950,74148724,,378047616,24395733,1565400,,431935,,,687850774,-523378807,8973480,5229030,8657,-715391659,54101499,4883367,441902356,46527312,47818833,239724578,,,514122510,20197074,256303915,276500989,75231840,9112519,2185910,,2183172,,49745430,69130971,,19612059,,,19612059,88743030,-13511190,-13511190,75231840,,22826484,64928334,,2149993,0.098,123990993,14202064,2153877180,2838415809,4992292989,3567265175,1425027814,1196661877,228365937,-187120220,41245717,,41245717,0.209793,95754748,676366287,621330,3054609
799645,070035,THE HOSPITAL OF CENTRAL CONNECTICUT,100 GRAND STREET,NEW BRITAIN,CT,06050-,HARTFORD,25540,R,STH,1,2,10/01/2022,09/30/2023,1990.77,45.46,,15876,15645,72345,248,90622,,2814,3470,12790,280,,13739,12163,60962,224,81862,,2814,3470,12790,7193547,13554972,11224912,62338104,211287262,425997434,26059473,531254780,804014774,992594988,1796609762,44403991,,211308027,41783243,186578,,9994155,,,153040402,-90812143,9777329,1157634,163124309,251166092,8273212,7475525,322959206,3941717,143943967,,14896294,,137069962,206741594,105350173,369507252,757743306,21257384,10348989,,608505,,28889420,61104298,,,,114693549,114693549,175797847,581945459,581945459,757743306,,,38194671,,1565027,0.1639,54754798,3809193,840329679,1071579286,1911908965,1297533155,614375810,637284696,-22908886,69283578,46374692,,46374692,0.295698,99968752,454380495,,
799662,150030,HENRY COUNTY MEMORIAL HOSPITAL,1000 NORTH 16TH STREET,NEW CASTLE,IN,47392-,HENRY,99915,U,STH,1,9,01/01/2023,12/31/2023,461.97,,,2330,145,7726,48,17520,,562,40,1797,48,,1975,145,5702,38,13870,,562,40,1797,789427,6582049,2688316,14719183,63375564,84330010,5660494,122057577,67819220,359450440,427269660,11149948,2859876,63375564,3398915,,,3122468,,,17728202,,1287155,3071093,-16914350,138014020,46000,1604925,41837376,2663219,23585501,39982724,,,29680884,30665431,11630592,42296023,209990927,5021309,9361181,,1131900,,93352035,108866425,,,,9155072,9155072,118021497,91969430,91969430,209990927,,3457634,1436335,,103508,0.0846,4176963,,68112804,388182899,456295703,314410238,141885465,147705574,-5820109,9378274,3558165,,3558165,0.285669,10703750,79583772,,
799666,160067,MERCYONE WATERLOO MEDICAL CENTER,3421 W 9TH ST,WATERLOO,IA,50702,BLACK HAWK,47940,U,STH,1,1,07/01/2023,06/30/2024,1960.56,13.46,,6766,2113,30310,137,50142,,1313,700,6838,162,,5971,1905,23964,123,45018,,1313,700,6838,10468707,14037131,13977501,13977501,156273726,207350061,9970488,307455203,262650876,980768752,1243419628,21335621,,156273726,5837937,,349370,3950535,50332372,,120583021,-77204513,2352234,50500,,127021874,9574610,2892383,86977348,,481531,27447169,,,109320885,5826820,9251083,15077903,251420662,30246178,17729243,564466,,,5609866,54149753,,,,8476189,8476189,62625942,187729850,188794720,251420662,,2765484,9531061,,794972,0.2586,10908108,535908,262729390,981968723,1244698113,894163995,350534118,400833731,-50299613,-5885623,-56185236,-1,-56185235,0.247266,101149034,237702753,,
799693,220110,BRIGHAM AND WOMENS HOSPITAL,75 FRANCIS STREET,BOSTON,MA,02115,SUFFOLK,14454,R,STH,1,2,10/01/2022,09/30/2023,14858.08,596.72,,94547,31054,308779,826,301490,,12345,2384,40333,826,,82354,18272,241131,688,248616,,12345,2384,40333,15265320,35683611,24688170,176341476,1352764859,2557896440,197878114,2379234725,5300672004,4457386200,9758058204,275339412,1151739,1352764859,49741823,2576204,11501374,72302000,196091000,,463436000,,,,216422000,948251000,90644226,,2566137678,,67099286,736616553,,,1475006844,394083659,445076497,839160156,3262418000,62656000,161214000,,146594000,,275247000,776566000,,1336933000,,303054000,1639987000,2416553000,845865000,845865000,3262418000,,249649311,,,7476997,0.1198,91187398,84521271,5347275182,4489441709,9836716891,6880903000,2955813891,3958812639,-1002998748,1132289000,129290252,1136000,128154252,0.243823,192300849,1095263864,,
799694,220177,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,02554-2799,NANTUCKET,99922,R,STH,1,2,10/01/2022,09/30/2023,201,,,1076,254,2163,14,5110,,242,79,535,14,,877,117,1647,14,5110,,242,79,535,2013593,2319359,3339357,9568093,30503832,58688346,6483268,72818519,12757803,112787482,125545285,6448653,139349,30503832,6440320,,,13607000,-5738000,,6588000,,,,,25057000,3837844,1442871,121036121,,,15986632,,,97469475,35312000,7586000,43242000,165768475,1506000,2859211,,93523,,371000,10871734,,1625000,,986936,2611936,13483670,152284805,152284805,165768475,,,2056095,,39786,0.0774,,,12488280,121269592,133757872,56357496,77400376,89192178,-11791802,7788644,-4003158,,-4003158,0.580018,4284249,17339576,,
799697,231329,CARO COMMUNITY HOSPITAL,401 N HOOPER ST,CARO,MI,48723,TUSCOLA,99923,R,CAH,1,2,10/01/2022,09/30/2023,70.9,,,548,4,1163,25,9125,,16,2,44,25,,62,4,121,25,9125,,16,2,44,254134,252709,342581,567378,5965024,13037945,721225,19649808,2263219,26251487,28514706,,,,,,,6882173,,,4815270,-4040379,169413,113884,,9146458,150625,48470,2928222,,1718945,3702708,,44141,4567154,,556780,556780,14270392,641037,398099,235883,,,2101707,3376726,,,,768936,768936,4145662,10124730,10124730,14270392,,,,,,,,,2095774,26724666,28820440,9688196,19132244,18745224,387020,2070578,2457598,,2457598,0.689111,3356912,7352861,,
799723,340002,MISSION HOSPITAL  INC,509 BILTMORE AVENUE,ASHEVILLE,NC,28801,BUNCOMBE,11700,R,STH,1,4,10/01/2022,09/30/2023,3371.29,140.55,,54149,15949,236932,717,261705,,10212,2304,44878,799,,29507,9990,160579,464,169360,,10212,2304,44878,47588628,37664461,54573333,54573333,291339586,877661124,90695933,967951531,3148342617,2352910999,5501253616,62756010,,291827538,14826858,,,1158390,,,197122004,,37539625,4419124,,245782874,118631641,5340824,587860319,23739280,190667531,243890540,158872277,,914873501,965855,94219447,95185302,1255841677,39925869,24452593,17150445,19926360,,7043507,108498774,,10872372,-726095575,25166574,-690056629,-581557855,1837399532,1837399532,1255841677,,,125440798,,4180315,0.1333,129301338,8671848,3148343730,2393241461,5541585191,4205958826,1335626365,1169000710,166625655,66893677,233519332,15780958,217738374,0.175951,170634390,749064724,,
799732,364060,GBH - YOUNGSTOWN,196 COLONIAL DRIVE,YOUNGSTOWN,OH,44505,TRUMBULL,49660,U,PH,4,4,01/01/2023,12/31/2023,143.37,,,3950,24,24720,76,27740,,322,4,3298,76,,3950,24,24720,76,27740,,322,4,3298,,,,,7710789,7918461,494625,15963525,74127000,,74127000,,,,,,,-222657,,1054339,3238986,-569342,38444,11002,,3587231,449812,,10874000,,675053,1101741,22451,,10394652,,50814,50814,14032697,580968,733427,,11070203,,108516,12493114,,,,-14503496,-14503496,-2010382,16043079,16043079,14032697,,,,,,,,,74127000,1290080,75417080,52973395,22443685,15629250,6814435,5476,6819911,,6819911,,,,,
799755,440006,SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,TN,37207,DAVIDSON,34980,U,STH,1,4,12/01/2022,11/30/2023,1169.23,4.08,,15399,9004,98035,344,125602,,2625,1614,16147,407,,12366,9004,74704,269,98227,,2625,1614,16147,29327781,21362766,31288089,43668574,98584592,217553819,13997470,278866200,2518656459,961176167,3479832626,23530655,,98690875,441210,,106303,7191,,,142180407,-62057585,7395315,779940,,88662273,7393203,12754990,57226729,21175164,84383718,77073428,19437064,,120363412,-7394,9191878,9184484,218210169,15176760,8470622,4163511,104639,,991178,28906710,,223683,-229442843,2997656,-226221504,-197314794,415524963,415524963,218210169,,24864993,5059150,,1392970,0.1862,52190651,194148,2518656459,953478117,3472134576,3063300780,408833796,316138411,92695385,2781355,95476740,26,95476714,0.080138,32768358,563388689,,
799773,030030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015-2443,MARICOPA,38060,R,STH,1,4,04/01/2023,03/31/2024,431.01,16.16,,3087,1008,24585,149,54541,,597,219,5081,154,,2586,867,20602,121,44293,,597,219,5081,5139704,9468090,6007640,15999291,41417053,63347324,4604582,90413632,606933781,504432827,1111366608,6594607,,41041670,1370856,,233915,1200,,,162921679,-144749064,3377159,295433,,32093344,7448000,3269070,44532882,160075,1640917,36751063,,,27096467,74014026,591795,74605821,133795632,5838722,361154,,,,1570581,7770457,,,,5472462,5472462,13242919,120552713,120552713,133795632,,3134818,3574911,,540637,0.3223,14767611,370994,608476760,504563741,1113040501,1014090542,98949959,104744056,-5794097,2764130,-3029967,,-3029967,0.081354,29056463,640410153,,
799797,131312,ST. LUKES MCCALL,1000 STATE STREET,MCCALL,ID,83638-,VALLEY,99913,R,CAH,1,2,10/01/2022,09/30/2023,194.18,,,595,193,1438,15,5475,,137,77,464,15,,431,143,1031,15,5475,,137,77,464,856324,2208275,2045118,3558710,22000058,29070086,1345834,43307618,12389550,63811763,76201313,,,,,,,4496701,,,16050756,-6931719,1312744,759797,,15735230,1084217,10566,57926190,,9720125,16146830,,,70132378,,-13705174,-13705174,72162434,4465655,791998,,,,-278643,4979010,,,,,,4979010,67183424,67183424,72162434,,,,,,,,,14837752,74982626,89820378,38917709,50902669,51070144,-167475,2522358,2354883,-31099,2385982,0.568332,3999466,10865521,,
799798,132001,NORTHERN IDAHO ADVANCED CARE HOSPITA,600 NORTH CECIL,POST FALLS,ID,83854,KOOTENAI,17660,U,LTCH,2,4,10/01/2022,09/30/2023,105.58,,,4268,1232,8295,40,14600,,174,49,343,40,,4268,1232,8295,40,14600,,174,49,343,,,,,8152621,8983333,455690,17389735,36489780,,36489780,,,,,,,86640,,,3762191,218547,140733,323189,11228,4542528,,,11160828,,608340,5538786,,,10162472,,415482918,415482918,430187918,588624,672590,97919,,,420617226,421976359,,,,10314868,10314868,432291227,-2103309,-2103309,430187918,,,,,,,,,36489780,,36489780,20057903,16431877,17135954,-704077,237827,-466250,,-466250,,,,,
799834,351313,SOUTHWEST HEALTHCARE SERVICES,802 3ND STREET NW,BOWMAN,ND,58623-0009,BOWMAN,99935,R,CAH,1,2,01/01/2023,12/31/2023,83.1,,,716,,9809,35,12775,,64,,79,35,,211,,271,35,12775,,64,,79,101878,194299,317634,733052,5624789,11391348,2252300,15848194,4377512,9530947,13908459,,,,,,,2416857,,,2306289,,373998,136785,,5409270,,552186,40810460,,,7979215,,,23467915,197114,3588156,3785270,32662455,518278,560650,,1080482,,26981,2186391,23793700,110828,,,23904528,26090919,6571536,6571536,32662455,,,,,,,,,4389722,10207301,14597023,,14597023,17016137,-2419114,2805988,386874,,386874,1.139464,2312671,2394186,,
799853,490048,LEWIS GALE MEDICAL CENTER,1900 ELECTRIC ROAD,SALEM,VA,24153,,40220,U,STH,1,4,01/01/2023,12/31/2023,3708.92,128.47,,21237,2132,68456,271,96189,,4751,326,15208,378,,18744,984,55567,229,82845,,4751,326,15208,6817108,12256512,8170416,8176676,95127528,262324854,14618044,300499353,1712755044,1589632394,3302387438,17160059,,95127528,,,1848890,15172,515511,,78126036,-21702371,14631909,1950569,,73318543,4896446,4898038,55809414,18914997,98918193,117762765,16517414,,123401044,,15767413,15767413,212487000,9494525,8486502,3879832,339358,,51292354,73492571,,849068,-928632203,1563794,-926219341,-852726770,1065213770,1065213770,212487000,,36453405,12233480,,1493470,0.1227,36335385,9084681,1712671265,1589784915,3302456180,2804153626,498302554,357452382,140850172,1847084,142697256,865,142696391,0.090995,126215689,574485605,189,70869
799884,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,02114,SUFFOLK,14454,R,STH,1,2,10/01/2022,09/30/2023,19417.55,745.55,,115997,36832,343550,997,363905,,14665,5524,44988,1021,,102709,30234,281313,843,307695,,14665,5524,44988,38317902,64964208,55126730,263411077,2014997752,3493356508,243510158,3087733325,5766129633,6984246437,12750376070,391783493,1622820,2013274223,24962766,4236325,13414930,-6796103,538020813,,552412900,,,,98471752,1301560626,23635367,1036358,3833694007,,,1083515738,,,2257160208,115665410,2752757426,2868422836,6427143670,175178206,242730427,,61281321,,163541308,642731262,,435798278,,840189840,1275988118,1918719380,4508424290,4508424290,6427143670,,288993972,,,10295410,0.1425,100433414,90114100,5726296129,7293701629,13019997758,9140478524,3879519234,5513953107,-1634433873,1988863971,354430098,,354430098,0.242168,299883138,1759649507,,
799891,241342,ORTONVILLE AREA HEALTH SERVICES,450 EASTVOLD AVENUE,ORTONVILLE,MN,56278-,BIG STONE,99924,R,CAH,1,8,10/01/2022,09/30/2023,135.07,,,378,129,1040,25,9125,,81,41,265,76,,215,76,591,25,9125,,81,41,265,138139,271159,314114,1197483,13423853,22428313,1910113,29172957,12451343,32245734,44697077,,,,,,,7491723,16236124,149087,6599992,-2320870,608624,300764,132763,33820421,10808,762393,43537367,1708816,2372,8933938,,,28329247,,3647164,3647164,65796832,1487836,1461173,,2010456,,,4959465,,24587624,,183135,24770759,29730224,36066608,36066608,65796832,,,,,,,,,12827192,38690600,51517792,16234202,35283590,36405601,-1122011,7323856,6201845,,6201845,0.652682,2575044,5298772,,
799895,260190,AM 2 LEES SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,28140,U,STH,1,4,10/01/2022,09/30/2023,442.86,8.38,,7009,1320,24724,88,30296,,1528,303,5751,88,,6248,865,21127,70,25550,,1528,303,5751,5174151,6546395,5916143,6559357,36355999,105801114,7070901,118852274,533654441,616863571,1150518012,8671755,,36391030,769998,,150761,2535,,,29539036,-9190683,3977820,335872,,24812213,8135459,339257,30705453,16180342,40403532,43799628,6019072,,63541093,,14191567,14191567,102544873,3212157,3364623,2735729,630872,,149012,10092393,,1443258,57266917,789509,59499684,69592077,32952796,32952796,102544873,,,14768013,,93039,0.0252,17161395,875093,533660591,616857420,1150518011,986354527,164163484,140906947,23256537,491632,23748169,-28,23748197,0.103303,3654647,41604416,,
799915,440111,METRO NASHVILLE GENERAL HOSPITAL,1818 ALBION STREET,NASHVILLE,TN,37208,DAVIDSON,34980,U,STH,1,8,07/01/2023,06/30/2024,644.45,45.07,,485,3093,10479,114,41724,,88,721,2510,114,,352,1739,7268,82,30012,,88,721,2510,25020352,20961163,34666158,48818162,56714240,96278884,2095412,125054772,83201558,188172091,271373649,16363324,,56714240,10451811,,,12955146,,,70061796,-55665265,4191176,1490997,165016,33786343,,292296,11363945,,1748014,45519909,57877225,,50115370,,3481041,3481041,87382754,20164139,6108548,,-146742,3859701,26442169,56489880,62,,,8859512,8859574,65349454,13852740,13852740,79202194,,237863,473709,,57460,0.323,2648048,129050,84589664,208648090,293237754,233859994,59377760,152993124,-93615364,99063716,5448352,-223828,5672180,0.460821,8823620,54122180,,
799916,450029,LAREDO MEDICAL CENTER,1700 EAST SAUNDERS,LAREDO,TX,78041,WEBB,29700,R,STH,1,4,10/01/2022,09/30/2023,1116.28,47,,13340,6176,68912,296,108040,,2196,3291,12841,314,,11305,1745,52141,237,86505,,2196,3291,12841,21954234,74898661,29541177,31363799,87855386,139556691,9150887,251808807,1457503021,1285590958,2743093979,15675587,,87737768,6751600,,25,-1910733,,,157774708,-73155124,7251255,2887295,215699,93063100,12787318,2128307,101193894,57206208,6653221,48642245,18517953,,104705639,,8996425,8996425,206765164,16596708,7742730,774718,2049086,,2791768,-769993868,,40749106,,,40749106,-729244762,936009926,936009926,206765164,,,24278257,,2509765,0.4135,29847905,2023398,1457569104,1317313418,2774882522,2424501001,350381521,227412084,122969437,2247532,125216969,,125216969,0.091797,45382491,504524886,82553,2142253
